Guys these blue [e] drums were bring here by Mr beast only as you can see in starting the same blue can they carring water in them. So how can a big blue drum can came on an island,-0.165332,1
[e][e][e],-0.039345,1
Sona [e],0.020098,1
[e],0.092695,1
Nice [e],0.941641,1
I was here in 2026 watching this,0.141122,1
Yess missed chandler and Im so proud of everyone. This was an awesome video,0.986755,0
But where is Wilson ?,-0.110772,0
Please [e][e][e],0.328443,1
Mrbeast can you give me 10000 thousand dollars [e] please,0.580538,1
How did you all not have any life jackets?,-0.57047,0
Am from india,0.197879,1
Darius deserves appreciation,0.749437,0
I have been a subscriber from long time[e][e] but I still didn't get any gift from u [e][e],-0.692207,1
Yes [e] beast,0.195113,1
I went into coma to see if there were any comments about Epshti Island.,-0.339252,0
honestly I like the videos with people competing for something,0.71977,0
Until you find a way make your own path.[e],0.047534,0
Vote For  Darious Deffo back,0.302345,0
mistebis,-0.110706,1
Bro you just stole the video,-0.792386,0
Darius did all the hard work hats off bro,0.907836,0
feels like a mr beast video again! and Darius we see you[e][e],0.861267,0
El Quatro,0.102981,1
I watch your videos all the time and you don't help me at all. Time.      $500 help me [e][e] [e][e][e][e][e][e],-0.927144,1
better luck next time,0.836742,0
Hlo,0.389108,1
Where is tareq ? We miss him in this video,-0.09232,0
Im sooo missed for video like this [e][e] New videos fells like... tv show and thats makes me sad. But this video.. i love it. (Sorry for mistakes my English very bad haha),0.21067,0
Mr Beast Always great[e],0.977752,1
Hello sir I am from India I need your help please help me .,0.538893,1
SUBSCRIBE [e][e][e],0.220121,1
W dairus [e],0.019434,0
You can do this come on[e],0.915659,0
[e][e][e],-0.039345,1
W darius in the replies!!!,0.270668,0
Most of the video was scavenging for scrap to build a boat? Welcome to the Rust Deep Sea update...,0.052603,0
Bro u should make Darius show more in the videos,0.063017,0
Where is Carl?,-0.101908,0
Mr beast gimme some money i am kinda poor,-0.417089,1
Yes,0.365616,0
7:09 whos filming? If thats the cameraman?![e]  Edit:1 I didnt realise drones were a thing mb[e] wait but who was controlling it?,-0.172696,0
All was cooked,0.27413,0
Why is the Indonesian dubbing sound different?,-0.299926,0
I hope u should take me the game i am big fan for u,0.960385,1
MrBeast sir please give me 20k indian rupees. I took a loan but I am unable to pay it back. If you are seeing this comment please sir  help me. Please [e][e][e],-0.420924,1
Hello Mr. Beast I'm Ahmed Siddiq from Sudan. I have a challenge for you: buy an island in the Nile River and live on Sudanese food. If you don't mind could you participate in renovating my private secondary school Bahri Model School by distributing everything the students need? Do some challenges and please bring a translator with you as I don't speak English. I use text conversion.,0.196845,1
[e],0.092695,1
Who 67,0.130264,1
Hi MrBeast My name is Ace from the Philippines. I know you receive millions of messages but Im hoping somehow this one reaches you. Last month my father passed away after a road accident. He was 62 years old and the main provider for our family. Losing him has been the hardest moment of our lives. Aside from the pain of losing him we are now struggling to survive without his support. Right now I work as a driver for 1215 hours every day. But the car I drive is not mine. After paying the boundary and fuel I only bring home about 1000 a day. I keep pushing myself because my family depends on me. My biggest dream is simple: to own a 7-seater vehicle so I can work as a TNVS driver with my own unit. Something like a Hyundai Stargazer X Premium would completely change our lives. Instead of paying boundary every trip I drive would directly support my family. Im not asking for a luxury life. I just want the chance to work harder and build a stable future for the people who depend on me. Youve changed the lives of so many people around the world. If by any miracle you see this message it would mean everything to my family. Thank you for inspiring people like me to never give up. God bless you.,-0.103379,0
how did yall go to the bathroom,-0.227101,0
Yes,0.365616,1
Hello Jimmy I am a 13-year-old boy living in the Sultanate of Oman [e]. I am one of your earliest followers and I just want to ask you to buy me an electric scooter because I need it to go to school. Please reply to me and dont ignore me [e],0.486994,1
yes,0.377813,1
Mrbest check airrock video that he escape the Island 2:28,0.179333,1
Bro it's not interesting when you're suffering. Make a video of yourself calling someone and they'll pass the test.,-0.914911,0
Mr beast please please   I'm from India Bihar gaya aliganj road no 16 please help me,0.313727,0
[e][e][e][e],-0.04668,1
Hi I saw your content. I can help you reply to comments and messages in good English. I can also increase engagement. I can do a free trial if you want.,0.847801,1
Yes,0.365616,1
can you do a week on a snowy mountain?,-0.024479,1
I love you,0.841336,1
W Darius,0.07213,1
Hi mr beast  I am your big fan  Bro my English is weak[e] But bro I am  your subscriber  I saw your all videos [e]  It is a really amazing [e]  To bro you can play a minecraft [e]  My id is - LEGEND1428557   and you will come In  India-gujrat-rajkot-jetpur  Please bro  and please you will give me a surprise kit [e][e]                     - Your subscriber                          DHRUMIL                  from jetpur [e].,0.942536,1
Best[e][e],0.889235,1
[e][e][e],-0.039345,1
Buensimo,0.063118,1
Darius didn't let em down...Darius the absolute goat,0.950868,0
[e],0.092695,1
Like to see Darius again in this chanal vidios,0.551145,0
You be Mac present at the next Al Jazeera video better,0.42918,1
yessss,0.805615,1
You be Mac present at the next Al Jazeera video better,0.42918,1
Do again with me full experience,0.340815,1
You be Mac present at the next Al Jazeera video better [e][e],0.677227,1
You be Mac present at the next Al Jazeera video better [e][e],0.677227,1
You be Mac present at the next Al Jazeera video better,0.42918,1
29:07 You be Mac present at the next Al Jazeera video better,0.376826,1
Yes man [e][e][e][e],0.672205,1
Hi mr beast,0.244048,1
If the sail had been made bigger the VAZ would have had a chance. [e][e],0.343081,0
And I say it Dries truly won the hearts of the fans.,0.945764,0
Hi mr beast come to rajasthan india in 45c normal temperature,0.347661,1
Hay Mr beast I am your biggest fan please come or i come to your home come India [e] again please [e] I not have enough money to your country and please give promotion please,0.808299,1
Dot  vary bro but you and your friends  tried it[e][e][e][e][e][e][e][e][e][e][e],0.084705,1
33:33,0.332323,0
[e][e][e],-0.039345,1
[e][e][e],-0.039345,1
How [e][e],-0.028126,1
DARIUS SHOULD BE IN MAIN GROUP!!!!,0.690199,0
mr beast help me,0.207865,1
smallest spider i ever saw jimmy,-0.063849,0
darious was the MVP on this game[e],0.91671,0
You are getting old,-0.386969,0
First time seeing Nolan be serious,0.299247,0
Omg,0.346757,1
Why indonesian dubbing is change?,-0.230003,0
you ar g7bh,-0.062509,1
Mr beast plz help me some money 1881032040567 bank account [e][e][e],0.33723,1
Is typeless a useful app? [e],0.186814,1
Wow great video [e][e][e][e],0.985558,1
you are,0.275523,1
If daruis is sitting with mr beast who recording it when they are eating,-0.004772,0
Hii  mrbeast please help me Give me $200000 I have been subscribed to you for 2 years; I have not received any gift till date [e] 0:01 0,-0.519335,1
Day 12 of asking mr beast to put me in a challeng,-0.153179,1
I like Mr Bean,0.823229,1
Without Darius they would've died for sure,-0.829138,0
Was there another camera man,0.008071,0
Thanks for 350 subscribers Plzzzz keep Supporting nd Subscribe more [e][e],0.959438,1
7:02 Another cameraman [e],0.031354,1
Rust,0.188276,1
Wow,0.635367,1
I am Munna from Bangladesh,0.114813,1
Where is Carl now? [e],-0.020269,1
obbv fake as... wood is perfect cut lol,0.267343,0
Thank you mrbeast for videos,0.968046,0
Mr. Beast how could you steal an idea from Egor Shkred? You didn't respond to his video so you're also stealing,-0.86042,1
nice dogs,0.851775,0
Straw hat pirates,-0.00682,0
I don't really like the current Indonesian dubbing I hope the dubbing will be changed to the original in the next video.,-0.926486,0
What you mean  your just a YouTuber building with nothing HOWW DID A BARREL SPAWNS ON THE FOREST like your building a boat and there's a random barrel spawned HOWWWW and you brought a tent ts ain't a survival mode this a vacation,-0.67413,0
mr beast actually participating in a challenge instead of putting other people through it [e],-0.068007,0
"0.3 miles away from the island... [e] This is a powerful reminder that were all just 0.3 miles away from our goals. Im putting 15 hours a day into my stories just to reach my own island one day! The grind never stops. Never giving up! [e][e]""",0.93542,0
Who was doing the camera when Darius was working and everyone else was also in the frame?,0.010502,0
Who was doing the camera when Darius was working and everyone else was also in the frame?,0.010502,0
10k like on this and mr. Beast will buy me a pc,0.61278,1
feels good to see MrBeast lose for a while,0.714841,0
[e][e][e][e][e][e][e][e],0.007218,1
I would say Mr beast and his friend should have been in rhythm while paddling because it would have had more power in the turning and moving not sure tho,0.050659,0
Darius needs to be added to the main grp bro.,0.141558,0
raft in real life?,0.030805,0
This felt like Mr beast old videos [e],-0.189127,0
yew,0.154933,1
[e][e][e][e][e][e][e],-0.0097,0
Mr beast pleas no Arabic yes English pleas [e][e][e][e],0.058889,1
7:21,0.15555,0
This video is not real this video made by 3d animation SGI and vfx dudes,-0.821561,0
Why is the Indonesian voice so different from before?,-0.319396,0
Jimmy you got a new star cast and the whole audience cheering up for : Darius  First appearance and got everybody's attention and favour,0.928244,0
Come to this house giving away free money ! 40 abernly schnapper rock road,0.674415,1
uh because they like when we suffer. is soo truee [e][e],-0.219663,0
this video is best mr mest [e],0.977322,1
Why is Jimmy's Indonesian dubbing so different from the usual one?[e],-0.394534,0
I am amit your YouTube channel life time subscriber  Your biggest fan [e][e],0.884645,1
Far cry 3 survival skills would come in handy rn...,0.222035,0
[e][e][e][e][e],-0.041735,1
[e][e][e][e][e][e],-0.029133,1
i like this video  [e][e],0.97183,1
Every time he was stuck[e][e][e][e],-0.567046,1
[e]a,-0.001212,1
Good[e],0.896263,1
Darius in new Chandler now.  From janitor to part of the team,0.040579,0
bro Tom Hanks did this by him self and a ball,-0.019491,0
Jimmy Im ready to stay in a circle for 100 days or travel halfway across the world in 2 hours. I don't care about the money I just want to prove Im the most determined subscriber from India! [e] Give me one chance.,0.61902,1
I don't like the sound now I want the old sound,-0.825194,0
[e],0.092695,0
I am from India please please please please please please please please please please please please please please mr beast take me in your vedio once,0.562108,1
This feels like to good ol videos,0.041245,0
[e][e],-0.009305,1
Hi mr beast can you say hi ?,0.306056,1
THEY BUILT A BOAT ARREST THEM[e][e][e],-0.614096,0
Plz make pistachio flavour in ur choclate,0.220244,0
Support me,0.589426,1
Imagine they actually  had the boys boys scout. This would've been epic.,0.829867,0
Do more.,0.276252,1
Your voices are different,0.188886,0
Welcome to Youtuber's  V.S Wild [e],0.585591,0
ima  huge fan mr beast!,0.968671,1
[e][e][e][e],-0.04668,0
Hii Jimmy can you collab with my channel?,0.253085,1
w-who the recording the cameraman?!,-0.457205,0
Finally mr beast is doing his own challeges again,0.590729,0
Jimmi bro love from India [e][e][e][e][e][e][e][e][e],0.778767,1
Where is the person who voiced Mr Beast?[e][e],-0.137937,0
[e][e][e],-0.039345,1
Where is the person who voiced Mr Beast?[e][e],-0.137937,0
The gemerz is fighting jaldi jakar search karo[e] please,-0.18135,1
Yes,0.365616,1
Typeless,-0.391112,1
Darius should join more Of your vidss,0.28571,0
Finally not some generic game show real og content,0.218118,0
Hi jimi love from Bangladesh [e][e][e][e][e][e],0.87272,1
[e],0.092695,1
RESPECT,-0.133796,1
good,0.580132,1
Darius was working [e][e] give hands for him,0.170237,0
Im gey,0.05164,1
Love you[e],0.942194,0
Hide and seek please [e],0.049547,1
Haha Russian video blogger Yegorik has a video like this did you steal it?,-0.050287,1
You should have used light bamboo while making the baitha so as not to hurt your hands while driving the sail...[e],-0.134571,0
Jimmy clean the entire island[e],0.067074,0
[e][e][e][e][e],-0.041735,1
Waw,0.204734,1
Your are very Darefull [e],0.902907,1
[e],0.092695,1
hey jimmy can you please get me on the same challange in other vedio please,0.178292,1
[e][e][e],-0.039345,1
W darious,-0.028754,0
Yea do more challenges but you didn't show what you guys eat and hase doesn't do paddling,-0.624388,0
Very boring video,-0.808747,1
If you had 5 Darius yall would have for sure made it! That man did not stop the whole time!,0.686882,0
[e],0.092695,1
do this again with mark rober,0.005734,0
@Mrbeast Do survival challenges,0.115516,1
1:45 it was pretty safe [e][e],0.87555,0
@mrbeast  give me one challenge please [e][e],0.217415,1
Comments be LIKE: THANKS FOR 1K!! MOM I AM FAMOS  NO WAY THANKS FOR 3K!!!,0.611204,0
Do your challenge mr.beast,0.264534,1
[e][e][e][e],-0.04668,1
Step One: Break Wood Step Two: Make Planks Step three: Make a Crafting Table Step Four: Get Five Planks  Step Five: Place the Planks in the Crafting Table in an U Shape  Step Six: Craft the Boat  Step Seven: Place the Boat in Water  Step Eight: Sit in the Boat Step Nine: Using the W A S and D keys Drive the Boat Till You Reach Safe Lands Step 10: Get Out of the Boat and Ladies and Gentlemen You Have Escaped the Island,0.052252,0
[e][e][e],-0.039345,1
[e][e][e][e][e],-0.041735,1
[e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e],0.038007,1
[e][e][e][e],-0.04668,1
[e][e][e][e],-0.04668,1
4:27 in India blue dram is very famous only Indians know[e],0.659394,0
[e][e][e][e][e],-0.041735,1
Nice script though [e] try better next time,0.899396,1
hello mr beast  I'm asking permission to take a small portion of your video to post on my personal page.,0.194741,1
[e][e][e][e][e][e],-0.029133,1
I wish I had a better Wi-Fi to watch ur videos [e],0.412243,0
Today's my birthday but no subscribers,-0.276817,1
How to join mr beast challenge i dont know can anyone please tell me,-0.191823,1
Yes Mr beast [e],0.448535,1
30:05,0.069222,0
29:55,0.125573,0
29:44,0.199697,0
Mr. Beast I want to make a video with you I am from Bangladesh.,0.622287,1
Guys im indonesian people and why the indonesia dub for mrbeast is different people wheres the og one?,-0.037987,0
i would say without phones and internet,0.015768,0
Hello sir,0.666022,1
 [e],0.082198,1
Sir can you help me my mother have cancer problem,-0.178568,1
Mr. Beast help me buy a house,0.332462,1
Does anyone here know how to write a book [e] but have issues in printing and publishing them,-0.212034,1
Why there 2 blue drum[e],-0.09141,0
This is real survival not easy at all [e],-0.868505,0
bro skipped admin abuse,-0.507776,0
26:42 jimmy's voice [e],0.106116,0
his cameraman looks like a model,-0.014592,0
Wow,0.635367,1
I skipped watchimg this video on Saturday the thumbnail of this video has changed 4times wow[e],-0.401437,0
At this rate Darius will join the team next,-0.001356,0
Hye mr. Beast I like your videos like this types,0.913595,0
My little beasty boy ignition temperature of water is higher than plastic,0.175032,0
Put me in bro,0.124039,1
I need a laptop please [e] I am new subscriber,0.206997,1
Im so glad hase is here too,0.982467,1
Tamil dubbed is next level[e][e],0.836956,0
Mr Beast please help me My father is so sick and my home in loan and I am job delivery boy but now my condition is not good please give me $10000 it's enough amount for my all problems my english is not good but I trying if I write Hindi language so can better understand you please [e] help,-0.688099,1
Where is taric,-0.160403,0
I may say I'm gonna give up but until I do I will never give up!,0.298838,0
Wah keren[e][e],-0.012496,0
[e],0.092695,1
[e],0.092695,1
[e],0.092695,1
Please Mr beast 10000 tarumo,0.33172,1
[e],0.092695,1
Mr beast you should recreate the steel ball run race cross america from jojos bizarre adventure part 7 which is the best anime which is going to be created and one of the best manga in history so its going to be peak if you can recreate it,0.957011,0
[e],0.092695,1
Darius carried paddling bro never gave up [e][e],0.690114,0
Spiders eat bananas???,-0.177301,0
We got Mr beast playing build a boat irl nowadays [e][e],0.114892,0
Bro. Please support me[e][e][e][e][e],0.740635,1
dude what the fake internet theory why is every comment the same and why was there just bamboo on the ground?,-0.879369,0
Mack make the same video 2 week before,-0.108499,1
Thanks for (732 Subcribe)[e][e][e][e][e][e][e][e][e][e][e],0.85044,1
Wah one night halt in island not terrible.,-0.281818,0
Oh my god [e][e][e],-0.176571,1
W darius [e][e][e][e],-0.015546,1
Mrbeast frod your video is coming challenge but in money I am in India,0.305305,0
yes,0.377813,1
w darius,0.013968,1
Yes very nice video Eid Mubarak,0.972064,1
Iran [e],-0.001608,1
Try again beast,0.160211,1
Allah give u more success ..and give u more chance to donate,0.945715,1
Darius is like tareq or Chandler all over again hope to see him more in the challenges!,0.722145,0
Who fills some things are already planted?,-0.053032,0
Darius got trained for this from camp cretaceous,-0.060802,0
Hi Mr. Beast I'm Adrito Tinosse I'm from Mozambique and I'd like to participate in one of your challenges. I want you to see that we Africans are fantastic too. We Africans are terrible too.,0.646583,0
Darius [e][e],0.050109,0
Mr beast videos of white people song superstar video,-0.049916,0
[e][e][e][e][e][e],-0.029133,1
Do more like this,0.484702,0
Chinese song good,0.787916,0
Darrius,0.069428,0
Small content creators assemble.  Do subscribe.....,0.21543,1
This video is incredibly captivating combining high-stakes survival with authentic teamwork and determination,0.964561,0
why you change indonesian audio track:(,-0.871569,0
I am ready to take challenges in video,0.657019,1
i think you all could have done better  whatever  try again with another challenge and dont lose that time  good luck!,0.852847,0
please,0.408474,1
Mr beast gift me a ps5,0.577889,1
I want Chinese,0.298956,0
bring darrius again!!!!!!!!!!!!!!!,0.829416,0
Darius literally carried this whole video paddling till the end. He should be featured more often.,0.826714,0
I live in Pakistan Karachi [e],0.032396,1
sir please organized a game like pubg,0.163158,0
Hey jimmy I'm a fan of yours from Sri lanka and i have a strange request to make.. can I get the Lenove loq 15 with the ryzen 7 and a 5060 . The reason behind me asking for this is cuz my  dream is to become a youtuber one day but I don't have the equipment to do so. I never played games like forza  fortnite valorant or any other game that are like AAA.. I never had a gaming pc / laptop I lied my friends of me having a gaming laptop since I was in middle school now they're  bullying me and calling me a liar . All i needed is sum friends that i can play games with. I'm 16 years old i'm not forcing but just requesting if you  can plz man i'm in desperate need of a gaming laptop i cant ask my dad cuz the price of that laptop is like 10x my  dad's salary. Always been a fan of you since 2021 [e],-0.070459,1
Mr best  Please half me  I need sum many Please [e],0.902846,1
500 million soon [e],0.19066,1
Give some support to our clan!,0.803871,1
Mr beast I watched your new video on that video you take so many new subscribers names and an Iphone 17 pro max and throw that on a subscriber name my name is Arham I live in Pakistan Love you [e],0.882355,1
Love From Bangladesh [e],0.862008,1
[e][e][e][e],-0.04668,1
Mr beast is brand of YouTube,0.317033,0
chandler is useless,-0.896553,0
Make video's like Man vs wild,0.099655,0
Pls try again,0.132855,1
You set all barrels in a beach,-0.033371,0
Video fake,-0.120759,0
I like darius hes just chill,0.879083,0
Where the voice MR beast old?,-0.327891,0
26:24 R u excited were almost there[e][e],0.926192,0
should the boys and I do more challenges again?,0.116823,0
More like it[e][e][e],0.017232,1
Mr beast I am  from India my house is so small pleas help us to build a house [e][e][e] you are my favorite youtuber and gime me I phone [e][e] pleas I'm poor pleas help me mr beast I am 15 year old my name is Kanhaiya Dhruw and pleas take me in your Indian video [e] your subscriber Kanhaiya Dhruw love from India [e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e],0.470597,1
Oh yes Mr. Beast ken Tse cho colle more if you bring me the break and we missed together find oh yes wow who,0.739055,1
You arent old well if you are old you look good,0.580829,0
Real Videos are Back,0.555184,0
In the epst3in island??,0.020172,0
We want part 2.....,0.201645,0
This is what I miss thanks for this one. You're new videos are great too but I really do miss the challenges and old group videos. Maybe a return to some hide and seek?,0.748834,0
Hi mrbeast  Iam in India give me a gift plz i saw all videos and subscribed plz give a gift,0.696942,1
Bro Nolan is cooking the challenge,0.426402,0
Last nights had a dream about Mr beast coming to my house [e],0.028038,1
Mojang please fix bedrock,-0.381685,1
Indonesian voice actors are boring,-0.890314,0
Jimmy can do anything [e],0.514275,0
If you want a lot of viewers you have to make cool videos like: ants fighting other types of ants animals playing unique games like in a circus. Thank you. MY SUGGESTION,0.790754,0
Hi brother beast ! I'm from india I'm and my family facing do or die situation . The situation related to money . I want money brother  Can u help me ?  I will return it back after I earn  But at the time now I'm hopeless  Please help me,-0.308074,1
[e][e][e],-0.039345,1
Welcome back guys [e],0.96043,1
Bro Come back [e],0.241189,0
Duuude. Darius is a beast! He carried the whole team. Is Darius the true mrBeast??,0.939004,0
Are you aware that you stole a video? Not long ago Egor Shkred released the same video meaning he already shot it and you're releasing a one-on-one video in a couple of days,-0.730844,0
He said family instead of fianc are they married aldy? Is she pregnant?,-0.05536,0
Hello [e],0.226541,1
If money is your power then you are nothing without it.,0.294684,0
do more Challenges,0.188654,0
Please PSI 5 can you give me [e][e][e],0.47395,1
[e][e]I love your videos. I'm pretty sure you're not going to read this but if you do another survival video like that there are videos on YouTube that shows you how to build shelters from nature[e],0.889432,0
[e][e][e],-0.039345,1
Come to Bangladesh [e] [e] [e] [e] [e][e],0.097572,1
Make more vedios on hide n seek and game of tag [e]  They are my favorite.,0.960669,0
Darius made every cameraman proud,0.961832,0
WHERES KARL,0.001402,0
Goood[e][e][e],0.926442,1
Yes,0.365616,1
Why the new Indonesian trek audio sound like this [e],-0.753248,0
you let us down. Junction City High School Junction City KS,-0.82315,1
In 12:10 all 5 of them is in the boat who the f is filming the drone,-0.088677,0
Brilliantly copied Egoriks video but when he was surviving in the jungle he couldnt even leave him a commenteven though thats the whole reason he started surviving in the first place.,-0.098459,0
8:25,0.145442,1
Where is 1100 team members [e],-0.136922,0
Darrius saved the group all he could,0.446473,0
I love you m.r beast,0.968295,1
7:17,0.149494,0
i have nolan cape in real life,0.122825,0
Nice brother,0.789376,1
Old mr beast is back,0.090743,0
Invite me[e],0.273026,1
10:11,0.283863,0
Darius was the real MVP of this video bro carried like a legend [e][e],0.966736,0
Hey Mr Beast I got 10 people to subscribe for you,0.540984,1
Biggest fan from india [e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e],0.649498,1
Can you do a video with me please?,0.27487,1
